id,title,year,km,fuel,transmission,engine,price,on_sale,url,photo_url,scraped_at
22574020,Audi A3 Sportback 2.0 TDI Ambiente,2007,193000,diesel motor,ročni menjalnik,"1968 ccm, 100 kW / 136 KM",5300,False,https://www.avto.net/Ads/details.asp?id=22574020,https://images.avto.net/photo/22574020/1028408_160.jpg,2026-06-24T09:36:11
22573978,Renault Clio Grandtour dCi 75-TEMPOMAT-KLJUKA-VELIK SERVIS,2015,160000,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",5590,False,https://www.avto.net/Ads/details.asp?id=22573978,https://images.avto.net/photo/22573978/1027313_160.jpg,2026-06-24T09:36:11
22573963,Kia Sportage 1.7 CRDi+SLO,2012,153939,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",7998,True,https://www.avto.net/Ads/details.asp?id=22573963,https://images.avto.net/photo/22573963/1027002_160.jpg,2026-06-24T09:36:11
22573915,Kia Carens Diz. 1.7 CRDi SLO VZDRZEVAN BREZ POLOGA,2015,161000,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",7990,False,https://www.avto.net/Ads/details.asp?id=22573915,https://images.avto.net/photo/22573915/1025991_160.jpg,2026-06-24T09:36:11
22573877,Ford Tourneo Courier 1.5 TDCI 2X DRSNA-KLIMA-VEC VOZIL-6PRESTAV-SLO,2020,160000,diesel motor,ročni menjalnik,"1499 ccm, 55 kW / 75 KM",7480,True,https://www.avto.net/Ads/details.asp?id=22573877,https://images.avto.net/photo/22573877/1025686_160.jpg,2026-06-24T09:36:11
22362505,Volkswagen Golf 1.6 TDI•SLO.POREKLO• VRHUNSKII • NAKUP BREZ POLOGA,2014,,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22362505,https://images.avto.net/photo/22362505/1035207_160.jpg,2026-06-24T09:36:11
22206551,Citroën C3 Picasso Exclusive BlueHDi 100 • MAX.OPREMA • IZJEMNO LEP •,2018,120000,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",7950,False,https://www.avto.net/Ads/details.asp?id=22206551,https://images.avto.net/photo/22206551/1065125_160.jpg,2026-06-24T09:36:14
22573632,Ford Focus 1.5 DIESEL VELIKI SERVIS PRIKLOP KEYLESS,2018,195367,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",7000,False,https://www.avto.net/Ads/details.asp?id=22573632,https://images.avto.net/photo/22573632/1081862_160.jpg,2026-06-24T09:36:14
22524598,Mercedes-Benz B-Razred B 180 d AMG Line Aut.LED-KEYLESS-NAVIG-PDC-LEASING,2017,168018,diesel motor,avtomatski menjalnik,"1461 ccm, 80 kW / 109 KM",9890,False,https://www.avto.net/Ads/details.asp?id=22524598,https://images.avto.net/photo/22524598/1042815_160.jpg,2026-06-24T09:36:14
22573500,Peugeot 3008 1.6 HDI-LEANPAY-1.LASTNIK-SLO-SAMO 98.500KM-PANO,2014,98500,diesel motor,ročni menjalnik,"1560 ccm, 84 kW / 114 KM",6990,False,https://www.avto.net/Ads/details.asp?id=22573500,https://images.avto.net/photo/22573500/1076184_160.jpg,2026-06-24T09:36:14
22573472,BMW serija 3 Touring:,2017,175480,diesel motor,ročni menjalnik,"1995 ccm, 110 kW / 150 KM",8890,False,https://www.avto.net/Ads/details.asp?id=22573472,https://images.avto.net/photo/22573472/1075407_160.jpg,2026-06-24T09:36:14
22573322,Opel Insignia 1.6 SPORT-USNJE-NAVI-ACC-LINE ASIST-ALU...,2019,160000,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",9500,False,https://www.avto.net/Ads/details.asp?id=22573322,https://images.avto.net/photo/22573322/1072056_160.jpg,2026-06-24T09:36:14
22573320,BMW serija X1: sDrive18d,2012,132000,diesel motor,ročni menjalnik,"1995 ccm, 105 kW / 143 KM",8300,False,https://www.avto.net/Ads/details.asp?id=22573320,https://images.avto.net/photo/22573320/1072452_160.jpg,2026-06-24T09:36:14
22573272,Škoda Fabia 1.6 TDI CR Monte Carlo,2014,198000,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",5000,False,https://www.avto.net/Ads/details.asp?id=22573272,https://images.avto.net/photo/22573272/1071142_160.jpg,2026-06-24T09:36:14
22573269,Fiat Panda 4x4 1.3 Multijet Cross,2015,137000,diesel motor,ročni menjalnik,"1248 ccm, 59 kW / 80 KM",8300,False,https://www.avto.net/Ads/details.asp?id=22573269,https://images.avto.net/photo/22573269/1071355_160.jpg,2026-06-24T09:36:14
22573268,Ford S-Max 1.5 EcoBoost Trend,2018,179500,diesel motor,avtomatski menjalnik,"1998 ccm, 118 kW / 160 KM",9500,False,https://www.avto.net/Ads/details.asp?id=22573268,https://images.avto.net/photo/22573268/1071157_160.jpg,2026-06-24T09:36:14
22573243,Škoda Octavia Combi 2.0 TDI Ambition,2017,168000,diesel motor,ročni menjalnik,"1968 ccm, 110 kW / 150 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22573243,https://images.avto.net/photo/22573243/1072289_160.jpg,2026-06-24T09:36:14
22573205,BMW serija 1: 120d xDrive,2014,106000,diesel motor,ročni menjalnik,"1995 ccm, 135 kW / 184 KM",9500,False,https://www.avto.net/Ads/details.asp?id=22573205,https://images.avto.net/photo/22573205/1070334_160.jpg,2026-06-24T09:36:14
22573073,Citroën C3 1.5 BlueHDi 100 Feel.TOP,2021,145809,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",7499,True,https://www.avto.net/Ads/details.asp?id=22573073,https://images.avto.net/photo/22573073/1067294_160.jpg,2026-06-24T09:36:14
22572993,Opel Astra Sports Tourer 1.5 D-KA8ERA-NAVI-GR VOLANA-GR SEDEŽ,2020,71204,diesel motor,ročni menjalnik,"1496 ccm, 77 kW / 105 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22572993,https://images.avto.net/photo/22572993/1066051_160.jpg,2026-06-24T09:36:14
22572986,Citroën Berlingo °1.LASTNIK° 1.5 HDI 102ks °OPRAVLJEN VELIK SERVIS°,2018,199045,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",9599,False,https://www.avto.net/Ads/details.asp?id=22572986,https://images.avto.net/photo/22572986/1065988_160.jpg,2026-06-24T09:36:14
22572936,Renault Megane 1.5 dCi-SLOVENSKI-SAMO 136.000KM-KLIMA-PDC-,2015,136828,diesel motor,ročni menjalnik,"1461 ccm, 70 kW / 95 KM",7450,False,https://www.avto.net/Ads/details.asp?id=22572936,https://images.avto.net/photo/22572936/1065031_160.jpg,2026-06-24T09:36:14
22572924,Mercedes-Benz B-Razred B 180 CDI NAVIGACIJA. EL. PARK. ZAVORA,2013,177012,diesel motor,ročni menjalnik,"1796 ccm, 80 kW / 109 KM",6499,True,https://www.avto.net/Ads/details.asp?id=22572924,https://images.avto.net/photo/22572924/1064805_160.jpg,2026-06-24T09:36:14
22572911,Fiat Tipo 1.3 Multijet 16v.SLO.ODLIČEN.NA OBROKE-LEANPAY,2017,143000,diesel motor,ročni menjalnik,"1248 ccm, 70 kW / 95 KM",6699,False,https://www.avto.net/Ads/details.asp?id=22572911,https://images.avto.net/photo/22572911/1064839_160.jpg,2026-06-24T09:36:14
22572900,Citroën C4 Grand SpaceTourer C4 Grand Spacetourer PureTech 130-LED-NAV-7SED-PDC,2020,135023,diesel motor,ročni menjalnik,"1495 ccm, 96 kW / 131 KM",8950,False,https://www.avto.net/Ads/details.asp?id=22572900,https://images.avto.net/photo/22572900/1064450_160.jpg,2026-06-24T09:36:14
22572833,Fiat Tipo 1.6JTD avt. SAMO 96.500km-USNJE-KAMERA-TEMPOMAT,2020,96500,diesel motor,avtomatski menjalnik,"1598 ccm, 88 kW / 120 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22572833,https://images.avto.net/photo/22572833/1063232_160.jpg,2026-06-24T09:36:14
22572802,Land Rover Range Rover Evoque 2.0 eD4 SE,2017,175000,diesel motor,avtomatski menjalnik,"1999 ccm, 110 kW / 150 KM",9950,False,https://www.avto.net/Ads/details.asp?id=22572802,https://images.avto.net/photo/22572802/1062839_160.jpg,2026-06-24T09:36:14
22572651,Seat Altea 1.6 TDI CR iTECH Ecomotive KOT NOV,2015,141200,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",7490,False,https://www.avto.net/Ads/details.asp?id=22572651,https://images.avto.net/photo/22572651/1061225_160.jpg,2026-06-24T09:36:14
22572644,Volkswagen Passat 1.6 TDI BlueM.Tech. Comfortline,2012,136810,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",6990,False,https://www.avto.net/Ads/details.asp?id=22572644,https://images.avto.net/photo/22572644/1060437_160.jpg,2026-06-24T09:36:14
22572620,Opel Corsa 1.5 75KW-FULL LED-NAVI-LED-6.PRESTAV-PDC-JAMSTVO,2022,132550,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22572620,https://images.avto.net/photo/22572620/1060081_160.jpg,2026-06-24T09:36:14
22572606,Renault Clio dCi 75 Limited VELIKI SERVIS-NAVI-PDC-LEAN PAY,2018,134383,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",6850,False,https://www.avto.net/Ads/details.asp?id=22572606,https://images.avto.net/photo/22572606/1067095_160.jpg,2026-06-24T09:36:14
22572561,Renault Grand Scenic Intens Energy°7 SEDEŽEV°VIRTUAL C°ALU 20°NAVI°PDC°,2017,199395,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22572561,https://images.avto.net/photo/22572561/1059600_160.jpg,2026-06-24T09:36:14
22572440,Peugeot Expert Tepee,2012,187231,diesel motor,ročni menjalnik,"1997 ccm, 94 kW / 128 KM",8000,False,https://www.avto.net/Ads/details.asp?id=22572440,https://images.avto.net/photo/22572440/1058540_160.jpg,2026-06-24T09:36:14
22572387,Škoda Octavia Combi 1.6 TDI LED-NAVIG-PDC-LEASING,2019,149885,diesel motor,ročni menjalnik,"1598 ccm, 85 kW / 116 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22572387,,2026-06-24T09:36:14
22572226,BMW serija X1: xDrive18d-Sportline-Avt.Multi-Kljuka-Gret. sedež,2013,156220,diesel motor,avtomatski menjalnik,"1995 ccm, 105 kW / 143 KM",9900,False,https://www.avto.net/Ads/details.asp?id=22572226,https://images.avto.net/photo/22572226/1056444_160.jpg,2026-06-24T09:36:14
22572111,Peugeot 508 1.6 BlueHDi LED-NAV-PERLA BELA-ODLIČEN-BREZ POLO..,2015,198000,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",6999,False,https://www.avto.net/Ads/details.asp?id=22572111,https://images.avto.net/photo/22572111/1055515_160.jpg,2026-06-24T09:36:14
22396470,Ford Mondeo 1.5 TDCi°1.LASTNIK°1.LETNO JAMSTVO°SAMO 162.000 KM,2016,162000,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",8690,False,https://www.avto.net/Ads/details.asp?id=22396470,https://images.avto.net/photo/22396470/1044398_160.jpg,2026-06-24T09:36:14
22083524,Ford Grand C-Max 1.5 TDCi°1.LASTNIK°1.LETNO JAMSTVO°178.000 KM,2017,178000,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",7590,False,https://www.avto.net/Ads/details.asp?id=22083524,https://images.avto.net/photo/22083524/1050271_160.jpg,2026-06-24T09:36:14
22216521,Ford C-Max 1.5 TDCi 88 kW °1.LAST°1.LETNO JAMSTVO°178.000 KM,2017,178000,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",7590,False,https://www.avto.net/Ads/details.asp?id=22216521,https://images.avto.net/photo/22216521/1050482_160.jpg,2026-06-24T09:36:14
22571987,BMW serija 5 Touring: 520XD-4X4-AUT-188.000km-LIZING ZA TUJCE-NAVI-...,2014,188000,diesel motor,avtomatski menjalnik,"1995 ccm, 135 kW / 184 KM",8950,False,https://www.avto.net/Ads/details.asp?id=22571987,https://images.avto.net/photo/22571987/1054213_160.jpg,2026-06-24T09:36:14
22571808,BMW serija 3: 320d,2012,,diesel motor,avtomatski menjalnik,"1995 ccm, 135 kW / 184 KM",7500,False,https://www.avto.net/Ads/details.asp?id=22571808,https://images.avto.net/photo/22571808/1052871_160.jpg,2026-06-24T09:36:14
22571683,Volkswagen Golf Variant 1.6 TDI BMT Comfortline,2018,150600,diesel motor,ročni menjalnik,"1598 ccm, 85 kW / 116 KM",9500,False,https://www.avto.net/Ads/details.asp?id=22571683,https://images.avto.net/photo/22571683/1052364_160.jpg,2026-06-24T09:36:14
22571648,Ford Tourneo Courier 1.5 Tdci SLOVENSKO VOZILO - 1 LASTNIK,2020,132000,diesel motor,ročni menjalnik,"1499 ccm, 55 kW / 75 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22571648,https://images.avto.net/photo/22571648/1050967_160.jpg,2026-06-24T09:36:14
22571647,Ford Tourneo Courier 1.5 Tdci KAMERA-NAVI-LEASING-LEANPAY...,2020,154000,diesel motor,ročni menjalnik,"1499 ccm, 74 kW / 101 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22571647,https://images.avto.net/photo/22571647/1050966_160.jpg,2026-06-24T09:36:14
22571614,Peugeot 308 SW 1.5 BlueHDi 100 S S Allure,2019,156209,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",7700,False,https://www.avto.net/Ads/details.asp?id=22571614,https://images.avto.net/photo/22571614/1050874_160.jpg,2026-06-24T09:36:14
22571546,Renault Kangoo Confort dCi 90 -TEMPOMAT-KLJUKA- -PP-...,2014,137200,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",9290,False,https://www.avto.net/Ads/details.asp?id=22571546,https://images.avto.net/photo/22571546/1049662_160.jpg,2026-06-24T09:36:14
22571455,Peugeot 508 SW 2.0 BlueHDi Allure Avt.,2016,185000,diesel motor,avtomatski menjalnik,"1997 ccm, 133 kW / 181 KM",7500,False,https://www.avto.net/Ads/details.asp?id=22571455,https://images.avto.net/photo/22571455/1050583_160.jpg,2026-06-24T09:36:14
21835041,Citroën C4 SpaceTourer Feel BlueHDi 130 S S BVM6.LED. NAVI.TEMPOMAT.PDC,2020,121200,diesel motor,ročni menjalnik,"1499 ccm, 96 kW / 131 KM",9999,False,https://www.avto.net/Ads/details.asp?id=21835041,https://images.avto.net/photo/21835041/1050667_160.jpg,2026-06-24T09:36:14
22571309,Nissan Qashqai 1.6DCI-LED-PANORAMA-360KAMERA-NAVI-LANE-ASSIST-P..,2016,122000,diesel motor,ročni menjalnik,"1598 ccm, 96 kW / 131 KM",9950,False,https://www.avto.net/Ads/details.asp?id=22571309,https://images.avto.net/photo/22571309/1046984_160.jpg,2026-06-24T09:36:14
22571301,Nissan Qashqai 1.6 dCi 360° KAMERA+KEYLESS+XENON+2KLIMA+SLO+TOP,2016,196186,diesel motor,ročni menjalnik,"1598 ccm, 96 kW / 131 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22571301,https://images.avto.net/photo/22571301/1046806_160.jpg,2026-06-24T09:36:14
22571295,Renault Grand Scenic dCi 110 Energy Zen,2017,179996,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",7880,False,https://www.avto.net/Ads/details.asp?id=22571295,https://images.avto.net/photo/22571295/1048117_160.jpg,2026-06-24T09:36:14
22571089,Mazda CX-5 CD150  Challenge Avt.,2013,196838,diesel motor,avtomatski menjalnik,"2191 ccm, 110 kW / 150 KM",6900,False,https://www.avto.net/Ads/details.asp?id=22571089,https://images.avto.net/photo/22571089/1044973_160.jpg,2026-06-24T09:36:14
22571073,BMW serija 5: 530d Highline,2002,181000,diesel motor,ročni menjalnik,"2926 ccm, 142 kW / 193 KM",10000,False,https://www.avto.net/Ads/details.asp?id=22571073,https://images.avto.net/photo/22571073/1047257_160.jpg,2026-06-24T09:36:14
22571065,Hyundai i20 1.1 CRDI 55KW STYLE - SLO - 1.LASTNIK -,2017,164054,diesel motor,ročni menjalnik,"1120 ccm, 55 kW / 75 KM",5990,False,https://www.avto.net/Ads/details.asp?id=22571065,https://images.avto.net/photo/22571065/1044320_160.jpg,2026-06-24T09:36:14
22570967,Peugeot 2008 1.6 e-HDi-SLOVENSKI-TEMPOMAT-FINANCIRANJE-ODLIČEN,2013,170973,diesel motor,ročni menjalnik,"1560 ccm, 68 kW / 92 KM",5590,False,https://www.avto.net/Ads/details.asp?id=22570967,https://images.avto.net/photo/22570967/1043466_160.jpg,2026-06-24T09:36:17
22570799,Citroën C5 2.0 HDi  Exclusive 1.LASTNIK. AVTOMATIK,2010,180800,diesel motor,avtomatski menjalnik,"1997 ccm, 103 kW / 140 KM",5350,False,https://www.avto.net/Ads/details.asp?id=22570799,https://images.avto.net/photo/22570799/1042460_160.jpg,2026-06-24T09:36:17
22555599,Renault Megane Berline dCi LED-NAVIG-LANE-KEYLESS-VIRTU-PDC,2016,185247,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",6990,False,https://www.avto.net/Ads/details.asp?id=22555599,https://images.avto.net/photo/22555599/1077494_160.jpg,2026-06-24T09:36:17
22570782,Volkswagen Touran 1.6 TDI HITRI KREDIT BREZ POLOGA CCA 170€,2015,110350,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",9999,False,https://www.avto.net/Ads/details.asp?id=22570782,https://images.avto.net/photo/22570782/1041767_160.jpg,2026-06-24T09:36:17
22570741,Renault Espace,2015,175000,diesel motor,avtomatski menjalnik,"1598 ccm, 118 kW / 160 KM",6500,False,https://www.avto.net/Ads/details.asp?id=22570741,https://images.avto.net/photo/22570741/1042920_160.jpg,2026-06-24T09:36:17
22570691,Volkswagen Golf Variant 2.0-TDI-SLO-R-LINE-1-LASTNIK-1-BARVA-ACC-LED-FRONT,2015,196500,diesel motor,ročni menjalnik,"1968 ccm, 110 kW / 150 KM",8500,False,https://www.avto.net/Ads/details.asp?id=22570691,https://images.avto.net/photo/22570691/1040943_160.jpg,2026-06-24T09:36:17
22524921,Opel Crossland 1.5D LED |KAMERA|LITA PLAT.|ANDROID AUTO|AVT.KLIMA,2020,121436,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22524921,https://images.avto.net/photo/22524921/1039800_160.jpg,2026-06-24T09:36:17
22570636,Peugeot 208 1.5 BLUEHDI 100 ACTIVE...,2021,135941,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",9250,True,https://www.avto.net/Ads/details.asp?id=22570636,https://images.avto.net/photo/22570636/1040457_160.jpg,2026-06-24T09:36:17
22570594,Kia Ceed SW 1.6 DIZEL-GT LINE-PERLA BELA-LED-NAVI-SLOVENSKA,2018,179950,diesel motor,ročni menjalnik,"1582 ccm, 100 kW / 136 KM",8490,False,https://www.avto.net/Ads/details.asp?id=22570594,https://images.avto.net/photo/22570594/1040132_160.jpg,2026-06-24T09:36:17
22570578,Renault Talisman Grandtour dCi130 Zen Led luči Bose Keyless Kljuka.,2016,171000,diesel motor,ročni menjalnik,"1598 ccm, 96 kW / 131 KM",8850,False,https://www.avto.net/Ads/details.asp?id=22570578,https://images.avto.net/photo/22570578/1040168_160.jpg,2026-06-24T09:36:17
22474864,Renault Megane dCi-Energy-2LASTNICA-ODLIČEN-LED-PDC-NAVI-KREDIT,2016,185641,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",6999,False,https://www.avto.net/Ads/details.asp?id=22474864,https://images.avto.net/photo/22474864/1045397_160.jpg,2026-06-24T09:36:17
22570322,Volkswagen Golf Sportsvan 1.6 TDI BMT Comfortline DSG 1.LAST SLO PDC TEMP...,2016,187428,diesel motor,avtomatski menjalnik,"1598 ccm, 81 kW / 110 KM",9490,False,https://www.avto.net/Ads/details.asp?id=22570322,https://images.avto.net/photo/22570322/1037946_160.jpg,2026-06-24T09:36:17
22570181,Fiat 500L 1.3 Multijet 16v PANORAMA+GRET.SEDEŽEV+TEMPOMAT,2014,62804,diesel motor,ročni menjalnik,"1248 ccm, 62 kW / 84 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22570181,https://images.avto.net/photo/22570181/1036845_160.jpg,2026-06-24T09:36:17
22570177,Citroën C3 1.5 BlueHDi 100 S S + velik servis zimske gume vin,2019,145000,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",7600,False,https://www.avto.net/Ads/details.asp?id=22570177,https://images.avto.net/photo/22570177/1037130_160.jpg,2026-06-24T09:36:17
22570123,Peugeot Partner Tepee 1.6 BlueHDi 120 Allure -SLO-JAMSTVO-NAVI,2018,129500,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",9980,False,https://www.avto.net/Ads/details.asp?id=22570123,https://images.avto.net/photo/22570123/1036456_160.jpg,2026-06-24T09:36:17
22570086,Citroën Berlingo BlueHDi 120 S S Shine - SLO - 1.LASTNIK - JAMSTVO,2017,127500,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",9980,False,https://www.avto.net/Ads/details.asp?id=22570086,https://images.avto.net/photo/22570086/1036103_160.jpg,2026-06-24T09:36:17
22570051,Citroën Berlingo BlueHDi 100 Shine - SLO - 1.LASTNIK- JAMSTVO,2018,123500,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",9980,False,https://www.avto.net/Ads/details.asp?id=22570051,https://images.avto.net/photo/22570051/1035828_160.jpg,2026-06-24T09:36:17
22017217,Peugeot 308 1.5 BlueHDi 130-NAVI-LED-2XPDC-ALU-ODLIČEN-...,2020,180500,diesel motor,ročni menjalnik,"1499 ccm, 96 kW / 131 KM",7890,False,https://www.avto.net/Ads/details.asp?id=22017217,https://images.avto.net/photo/22017217/1051905_160.jpg,2026-06-24T09:36:17
22569968,BMW serija 2 Active Tourer: serija 2  216d Active Tourer,2016,190000,diesel motor,ročni menjalnik,"1496 ccm, 85 kW / 116 KM",9600,False,https://www.avto.net/Ads/details.asp?id=22569968,https://images.avto.net/photo/22569968/1035436_160.jpg,2026-06-24T09:36:17
22569950,Peugeot 308 SW 2.0 BlueHDI Active Avtomatik Navigacija,2016,192625,diesel motor,avtomatski menjalnik,"1997 ccm, 110 kW / 150 KM",5900,False,https://www.avto.net/Ads/details.asp?id=22569950,https://images.avto.net/photo/22569950/1035539_160.jpg,2026-06-24T09:36:17
22569935,Nissan Juke 1.5 dCi Tekna,2013,184370,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",5790,False,https://www.avto.net/Ads/details.asp?id=22569935,https://images.avto.net/photo/22569935/1034934_160.jpg,2026-06-24T09:36:17
22569915,Volkswagen CrossTouran 2.0 TDI,2007,,diesel motor,ročni menjalnik,"1896 ccm, 77 kW / 105 KM",5400,False,https://www.avto.net/Ads/details.asp?id=22569915,https://images.avto.net/photo/22569915/1034514_160.jpg,2026-06-24T09:36:17
22569861,Ford Fiesta 1.5 TDCi Titanium,2017,106000,diesel motor,ročni menjalnik,"1499 ccm, 55 kW / 75 KM",6500,False,https://www.avto.net/Ads/details.asp?id=22569861,https://images.avto.net/photo/22569861/1034135_160.jpg,2026-06-24T09:36:17
22569850,Volkswagen Polo 1.4 TDI BMT Comfort Edition KREDIT BREZ POLOGA,2017,185000,diesel motor,ročni menjalnik,"1422 ccm, 66 kW / 90 KM",7450,False,https://www.avto.net/Ads/details.asp?id=22569850,https://images.avto.net/photo/22569850/1023439_160.jpg,2026-06-24T09:36:17
22569833,Volkswagen Polo 1.4 TDI BMT Comfort Edition,2017,195000,diesel motor,ročni menjalnik,"1422 ccm, 66 kW / 90 KM",5700,False,https://www.avto.net/Ads/details.asp?id=22569833,https://images.avto.net/photo/22569833/1033781_160.jpg,2026-06-24T09:36:17
22569830,Volkswagen Golf TDI BREZ POLOGA-LEANPAY,2011,185000,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",5480,False,https://www.avto.net/Ads/details.asp?id=22569830,https://images.avto.net/photo/22569830/1033568_160.jpg,2026-06-24T09:36:17
22238946,Citroën C3 MODIFICIRAN-111000KM-BlueHDi-NAVI-LED-PDC-TEMPOM..,2021,111657,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",8690,False,https://www.avto.net/Ads/details.asp?id=22238946,https://images.avto.net/photo/22238946/1047292_160.jpg,2026-06-24T09:36:17
22569787,Citroën Berlingo BlueHDi 120-VSA OPREMA- REDNO SERVISIRAN-ODLIČEN,2018,169185,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",8490,False,https://www.avto.net/Ads/details.asp?id=22569787,https://images.avto.net/photo/22569787/1033332_160.jpg,2026-06-24T09:36:17
22569726,Opel Astra TDCI  Business Edition avtomatic 1.lastniki,2021,145676,diesel motor,avtomatski menjalnik,"1496 ccm, 90 kW / 122 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22569726,https://images.avto.net/photo/22569726/1032895_160.jpg,2026-06-24T09:36:17
22569606,Volvo V40 2.0 TD -NAVI-LED-KAMERA-VIRTUAL-LANE ASIST-TEMPO,2016,175000,diesel motor,ročni menjalnik,"1969 ccm, 88 kW / 120 KM",7000,False,https://www.avto.net/Ads/details.asp?id=22569606,https://images.avto.net/photo/22569606/1030855_160.jpg,2026-06-24T09:36:17
22569595,Opel Crossland X 1.6 CDTI,2018,130000,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",9700,False,https://www.avto.net/Ads/details.asp?id=22569595,https://images.avto.net/photo/22569595/1030679_160.jpg,2026-06-24T09:36:17
22569533,Renault Megane Berline Blue dCi 115 Intens,2018,186871,diesel motor,avtomatski menjalnik,"1461 ccm, 85 kW / 116 KM",8990,False,https://www.avto.net/Ads/details.asp?id=22569533,https://images.avto.net/photo/22569533/1074361_160.jpg,2026-06-24T09:36:17
22569528,Citroën C-Elysee 1.6 Bluehdi Exclusive-PDC-KLIMA-TEMPOMAT-,2016,108000,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",5990,False,https://www.avto.net/Ads/details.asp?id=22569528,https://images.avto.net/photo/22569528/1029515_160.jpg,2026-06-24T09:36:17
22569486,MINI Coupe ODLIČNO OHRANJENO|DAB|ASISTENCE|LED,2014,167600,diesel motor,avtomatski menjalnik,"1496 ccm, 85 kW / 116 KM",8750,False,https://www.avto.net/Ads/details.asp?id=22569486,https://images.avto.net/photo/22569486/1029086_160.jpg,2026-06-24T09:36:17
22569418,Ford Focus Style 1.5 TDCi 120 KM,2018,183790,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",6990,False,https://www.avto.net/Ads/details.asp?id=22569418,https://images.avto.net/photo/22569418/1027702_160.jpg,2026-06-24T09:36:17
22569412,Renault Kadjar 1.5 DCI NAVI 2XPDC ALU 17COL KEYLESS 1L JAMSTVO,2017,180000,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",9990,False,https://www.avto.net/Ads/details.asp?id=22569412,https://images.avto.net/photo/22569412/1027554_160.jpg,2026-06-24T09:36:17
22569401,Citroën Berlingo 1.6HDi-144.000KM-SLO-1.LASTNIK-KLJUKA-ALU-PDC,2018,144000,diesel motor,ročni menjalnik,"1560 ccm, 88 kW / 120 KM",8450,False,https://www.avto.net/Ads/details.asp?id=22569401,https://images.avto.net/photo/22569401/1027413_160.jpg,2026-06-24T09:36:17
22096355,Opel Crossland X INNOVATION 1.5 CDTI KAM-OGRE.V+ JAMSTVO...,2019,132025,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",8490,True,https://www.avto.net/Ads/details.asp?id=22096355,https://images.avto.net/photo/22096355/1047523_160.jpg,2026-06-24T09:36:17
