id,title,year,km,fuel,transmission,engine,price,url,photo_url
22574793,Opel Zafira 2.0 CDTI Innovation SLOVENSKA|1.LASTNIK|VZDRŽEVANA,2017,117000 km,diesel motor,ročni menjalnik,"1956 ccm, 125 kW / 170 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22574793,https://images.avto.net/photo/22574793/1036192_160.jpg
22574766,Renault Clio Grandtour dCi 90 Energy Limited Start   Stop...,2016,92500 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",7.490 €,https://www.avto.net/Ads/details.asp?id=22574766,https://images.avto.net/photo/22574766/1035969_160.jpg
22574752,Škoda Octavia Combi 2.0 TDI-LED-BI-XENON-PANO-NAVI-BREZ POLOGA,2014,164000 km,diesel motor,avtomatski menjalnik,"1968 ccm, 110 kW / 150 KM",8.990 €,https://www.avto.net/Ads/details.asp?id=22574752,https://images.avto.net/photo/22574752/1035866_160.jpg
22574696,Citroën DS3 1.6 BlueHDi S S Be Chic,2018,133000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",6.700 €,https://www.avto.net/Ads/details.asp?id=22574696,https://images.avto.net/photo/22574696/1036121_160.jpg
22574678,Renault Captur dCi 90 Energy Dynamique LED-NAVI-TEMP-SLO-ODLIČEN,2015,155000 km,diesel motor,ročni menjalnik,"1461 ccm, 66 kW / 90 KM",7.250 €,https://www.avto.net/Ads/details.asp?id=22574678,https://images.avto.net/photo/22574678/1035357_160.jpg
22574496,Renault Megane Energy dCi,2018,154582 km,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",8.690 €,https://www.avto.net/Ads/details.asp?id=22574496,https://images.avto.net/photo/22574496/1033557_160.jpg
22574446,Kia Sportage 2WD 1.7 CRDi Urban...,2013,180858 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",6.490 €,https://www.avto.net/Ads/details.asp?id=22574446,https://images.avto.net/photo/22574446/1033166_160.jpg
22574443,Kia Sportage 2WD 1.7 CRDi Style,2012,196137 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",6.490 €,https://www.avto.net/Ads/details.asp?id=22574443,https://images.avto.net/photo/22574443/1033115_160.jpg
22574437,Peugeot Partner ACTIVE 1.6 HDI 100 LED VELIKI SERVIS LEPO OHRANJEN,2016,191300 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",6.490 €,https://www.avto.net/Ads/details.asp?id=22574437,https://images.avto.net/photo/22574437/1033383_160.jpg
22574432,Toyota Auris 1.4 D-4D Luna - SLO - KAMERA - KLJUKA - ZELO LEPA,2013,185000 km,diesel motor,ročni menjalnik,"1364 ccm, 66 kW / 90 KM",7.950 €,https://www.avto.net/Ads/details.asp?id=22574432,https://images.avto.net/photo/22574432/1033025_160.jpg
22574419,Audi A1 1.6 TDI 5VRAT S-LINE,2012,,diesel motor,ročni menjalnik,"1590 ccm, 660 kW / 897 KM",7.500 €,https://www.avto.net/Ads/details.asp?id=22574419,https://images.avto.net/photo/22574419/1034884_160.jpg
22574338,Fiat 500X 1.6 Multijet AKCIJA-LEASING BREZ POLOGA,2015,193003 km,diesel motor,ročni menjalnik,"1598 ccm, 88 kW / 120 KM",7.990 €,https://www.avto.net/Ads/details.asp?id=22574338,https://images.avto.net/photo/22574338/1032304_160.jpg
22574233,Peugeot 2008 1.6HDI ALLURE •LEAN-PAY•KREDIT•LIZING,2015,164930 km,diesel motor,ročni menjalnik,"1560 ccm, 68 kW / 92 KM",5.350 €,https://www.avto.net/Ads/details.asp?id=22574233,https://images.avto.net/photo/22574233/1031483_160.jpg
22574189,Mazda CX-5 4x4 REVOLUTION SLO VEL.SERVIS NOVE GUME 2x ALU TOP,2014,198000 km,diesel motor,ročni menjalnik,"2191 ccm, 110 kW / 150 KM",8.490 €,https://www.avto.net/Ads/details.asp?id=22574189,https://images.avto.net/photo/22574189/1030946_160.jpg
22574049,Volkswagen Golf 1.6 TDI SLO-ALU+110 KM-V. SERV.+KOT NOV,2015,185000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",8.150 €,https://www.avto.net/Ads/details.asp?id=22574049,https://images.avto.net/photo/22574049/1028861_160.jpg
22574020,Audi A3 Sportback 2.0 TDI Ambiente,2007,193000 km,diesel motor,ročni menjalnik,"1968 ccm, 100 kW / 136 KM",5.300 €,https://www.avto.net/Ads/details.asp?id=22574020,https://images.avto.net/photo/22574020/1028408_160.jpg
22573978,Renault Clio Grandtour dCi 75-TEMPOMAT-KLJUKA-VELIK SERVIS,2015,160000 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",5.590 €,https://www.avto.net/Ads/details.asp?id=22573978,https://images.avto.net/photo/22573978/1027313_160.jpg
22573963,Kia Sportage 1.7 CRDi+SLO,2012,153939 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",7.998 €,https://www.avto.net/Ads/details.asp?id=22573963,https://images.avto.net/photo/22573963/1027002_160.jpg
22573915,Kia Carens Diz. 1.7 CRDi SLO VZDRZEVAN BREZ POLOGA,2015,161000 km,diesel motor,ročni menjalnik,"1685 ccm, 85 kW / 116 KM",7.990 €,https://www.avto.net/Ads/details.asp?id=22573915,https://images.avto.net/photo/22573915/1025991_160.jpg
22573877,Ford Tourneo Courier 1.5 TDCI 2X DRSNA-KLIMA-VEC VOZIL-6PRESTAV-SLO,2020,160000 km,diesel motor,ročni menjalnik,"1499 ccm, 55 kW / 75 KM",7.480 €,https://www.avto.net/Ads/details.asp?id=22573877,https://images.avto.net/photo/22573877/1025686_160.jpg
22362505,Volkswagen Golf 1.6 TDI•SLO.POREKLO• VRHUNSKII • NAKUP BREZ POLOGA,2014,,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22362505,https://images.avto.net/photo/22362505/1035207_160.jpg
22206551,Citroën C3 Picasso Exclusive BlueHDi 100 • MAX.OPREMA • IZJEMNO LEP •,2018,120000 km,diesel motor,ročni menjalnik,"1560 ccm, 73 kW / 99 KM",7.950 €,https://www.avto.net/Ads/details.asp?id=22206551,https://images.avto.net/photo/22206551/1065125_160.jpg
22573632,Ford Focus 1.5 DIESEL VELIKI SERVIS PRIKLOP KEYLESS,2018,195367 km,diesel motor,ročni menjalnik,"1499 ccm, 88 kW / 120 KM",7.000 €,https://www.avto.net/Ads/details.asp?id=22573632,https://images.avto.net/photo/22573632/1081862_160.jpg
22524598,Mercedes-Benz B-Razred B 180 d AMG Line Aut.LED-KEYLESS-NAVIG-PDC-LEASING,2017,168018 km,diesel motor,avtomatski menjalnik,"1461 ccm, 80 kW / 109 KM",9.890 €,https://www.avto.net/Ads/details.asp?id=22524598,https://images.avto.net/photo/22524598/1042815_160.jpg
22573500,Peugeot 3008 1.6 HDI-LEANPAY-1.LASTNIK-SLO-SAMO 98.500KM-PANO,2014,98500 km,diesel motor,ročni menjalnik,"1560 ccm, 84 kW / 114 KM",6.990 €,https://www.avto.net/Ads/details.asp?id=22573500,https://images.avto.net/photo/22573500/1076184_160.jpg
22573472,BMW serija 3 Touring:,2017,175480 km,diesel motor,ročni menjalnik,"1995 ccm, 110 kW / 150 KM",8.890 €,https://www.avto.net/Ads/details.asp?id=22573472,https://images.avto.net/photo/22573472/1075407_160.jpg
22573322,Opel Insignia 1.6 SPORT-USNJE-NAVI-ACC-LINE ASIST-ALU...,2019,160000 km,diesel motor,ročni menjalnik,"1598 ccm, 81 kW / 110 KM",9.500 €,https://www.avto.net/Ads/details.asp?id=22573322,https://images.avto.net/photo/22573322/1072056_160.jpg
22573320,BMW serija X1: sDrive18d,2012,132000 km,diesel motor,ročni menjalnik,"1995 ccm, 105 kW / 143 KM",8.300 €,https://www.avto.net/Ads/details.asp?id=22573320,https://images.avto.net/photo/22573320/1072452_160.jpg
22573272,Škoda Fabia 1.6 TDI CR Monte Carlo,2014,198000 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",5.000 €,https://www.avto.net/Ads/details.asp?id=22573272,https://images.avto.net/photo/22573272/1071142_160.jpg
22573269,Fiat Panda 4x4 1.3 Multijet Cross,2015,137000 km,diesel motor,ročni menjalnik,"1248 ccm, 59 kW / 80 KM",8.300 €,https://www.avto.net/Ads/details.asp?id=22573269,https://images.avto.net/photo/22573269/1071355_160.jpg
22573268,Ford S-Max 1.5 EcoBoost Trend,2018,179500 km,diesel motor,avtomatski menjalnik,"1998 ccm, 118 kW / 160 KM",9.500 €,https://www.avto.net/Ads/details.asp?id=22573268,https://images.avto.net/photo/22573268/1071157_160.jpg
22573243,Škoda Octavia Combi 2.0 TDI Ambition,2017,168000 km,diesel motor,ročni menjalnik,"1968 ccm, 110 kW / 150 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22573243,https://images.avto.net/photo/22573243/1072289_160.jpg
22573205,BMW serija 1: 120d xDrive po dogovoru,2014,106000 km,diesel motor,ročni menjalnik,"1995 ccm, 135 kW / 184 KM",9.500 €,https://www.avto.net/Ads/details.asp?id=22573205,https://images.avto.net/photo/22573205/1070334_160.jpg
22573073,Citroën C3 1.5 BlueHDi 100 Feel.TOP,2021,145809 km,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",7.499 €,https://www.avto.net/Ads/details.asp?id=22573073,https://images.avto.net/photo/22573073/1067294_160.jpg
22572993,Opel Astra Sports Tourer 1.5 D-KA8ERA-NAVI-GR VOLANA-GR SEDEŽ,2020,71204 km,diesel motor,ročni menjalnik,"1496 ccm, 77 kW / 105 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22572993,https://images.avto.net/photo/22572993/1066051_160.jpg
22572986,Citroën Berlingo °1.LASTNIK° 1.5 HDI 102ks °OPRAVLJEN VELIK SERVIS°,2018,199045 km,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",9.599 €,https://www.avto.net/Ads/details.asp?id=22572986,https://images.avto.net/photo/22572986/1065988_160.jpg
22572936,Renault Megane 1.5 dCi-SLOVENSKI-SAMO 136.000KM-KLIMA-PDC-,2015,136828 km,diesel motor,ročni menjalnik,"1461 ccm, 70 kW / 95 KM",7.450 €,https://www.avto.net/Ads/details.asp?id=22572936,https://images.avto.net/photo/22572936/1065031_160.jpg
22572924,Mercedes-Benz B-Razred B 180 CDI NAVIGACIJA. EL. PARK. ZAVORA,2013,177012 km,diesel motor,ročni menjalnik,"1796 ccm, 80 kW / 109 KM",6.499 €,https://www.avto.net/Ads/details.asp?id=22572924,https://images.avto.net/photo/22572924/1064805_160.jpg
22572911,Fiat Tipo 1.3 Multijet 16v.SLO.ODLIČEN.NA OBROKE-LEANPAY,2017,143000 km,diesel motor,ročni menjalnik,"1248 ccm, 70 kW / 95 KM",6.699 €,https://www.avto.net/Ads/details.asp?id=22572911,https://images.avto.net/photo/22572911/1064839_160.jpg
22572900,Citroën C4 Grand SpaceTourer C4 Grand Spacetourer PureTech 130-LED-NAV-7SED-PDC,2020,135023 km,diesel motor,ročni menjalnik,"1495 ccm, 96 kW / 131 KM",8.950 €,https://www.avto.net/Ads/details.asp?id=22572900,https://images.avto.net/photo/22572900/1064450_160.jpg
22572833,Fiat Tipo 1.6JTD avt. SAMO 96.500km-USNJE-KAMERA-TEMPOMAT,2020,96500 km,diesel motor,avtomatski menjalnik,"1598 ccm, 88 kW / 120 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22572833,https://images.avto.net/photo/22572833/1063232_160.jpg
22572802,Land Rover Range Rover Evoque 2.0 eD4 SE,2017,175000 km,diesel motor,avtomatski menjalnik,"1999 ccm, 110 kW / 150 KM",9.950 €,https://www.avto.net/Ads/details.asp?id=22572802,https://images.avto.net/photo/22572802/1062839_160.jpg
22572651,Seat Altea 1.6 TDI CR iTECH Ecomotive KOT NOV,2015,141200 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",7.490 €,https://www.avto.net/Ads/details.asp?id=22572651,https://images.avto.net/photo/22572651/1061225_160.jpg
22572644,Volkswagen Passat 1.6 TDI BlueM.Tech. Comfortline,2012,136810 km,diesel motor,ročni menjalnik,"1598 ccm, 77 kW / 105 KM",6.990 €,https://www.avto.net/Ads/details.asp?id=22572644,https://images.avto.net/photo/22572644/1060437_160.jpg
22572620,Opel Corsa 1.5 75KW-FULL LED-NAVI-LED-6.PRESTAV-PDC-JAMSTVO,2022,132550 km,diesel motor,ročni menjalnik,"1499 ccm, 75 kW / 102 KM",8.990 €,https://www.avto.net/Ads/details.asp?id=22572620,https://images.avto.net/photo/22572620/1060081_160.jpg
22572606,Renault Clio dCi 75 Limited VELIKI SERVIS-NAVI-PDC-LEAN PAY,2018,134383 km,diesel motor,ročni menjalnik,"1461 ccm, 55 kW / 75 KM",6.850 €,https://www.avto.net/Ads/details.asp?id=22572606,https://images.avto.net/photo/22572606/1067095_160.jpg
22572561,Renault Grand Scenic Intens Energy°7 SEDEŽEV°VIRTUAL C°ALU 20°NAVI°PDC°,2017,199395 km,diesel motor,ročni menjalnik,"1461 ccm, 81 kW / 110 KM",9.990 €,https://www.avto.net/Ads/details.asp?id=22572561,https://images.avto.net/photo/22572561/1059600_160.jpg
